-2.000000000000000000e+00 3.627283992254999845e+01
-1.979899497487437099e+00 3.627283992254999845e+01
-1.959798994974874420e+00 3.627283992254999845e+01
-1.939698492462311519e+00 3.627283992254999845e+01
-1.919597989949748840e+00 3.627283992254999845e+01
-1.899497487437185939e+00 3.627283992254999845e+01
-1.879396984924623037e+00 3.627283992254999845e+01
-1.859296482412060358e+00 3.627283992254999845e+01
-1.839195979899497457e+00 3.627283992254999845e+01
-1.819095477386934778e+00 3.627017245969332038e+01
-1.798994974874371877e+00 3.597989812194344239e+01
-1.778894472361808976e+00 3.467803787438996466e+01
-1.758793969849246297e+00 3.262877933421904686e+01
-1.738693467336683396e+00 3.048447614202317624e+01
-1.718592964824120717e+00 2.839237931191608766e+01
-1.698492462311557816e+00 2.637370819212435791e+01
-1.678391959798994915e+00 2.443405445658446240e+01
-1.658291457286432236e+00 2.257655667091646379e+01
-1.638190954773869334e+00 2.080338494751403644e+01
-1.618090452261306655e+00 1.911594735883102558e+01
-1.597989949748743754e+00 1.751496022850492196e+01
-1.577889447236180853e+00 1.600050562952912259e+01
-1.557788944723617952e+00 1.457208753995272232e+01
-1.537688442211055273e+00 1.322869393113301939e+01
-1.517587939698492594e+00 1.196885571915300694e+01
-1.497487437185929693e+00 1.079071027023464246e+01
-1.477386934673366792e+00 9.692059944110370751e+00
-1.457286432160803891e+00 8.670432848510133184e+00
-1.437185929648241212e+00 7.723137875681443276e+00
-1.417085427135678533e+00 6.847318819827005854e+00
-1.396984924623115631e+00 6.040002918226131001e+00
-1.376884422110552730e+00 5.298147152167121732e+00
-1.356783919597989829e+00 4.618679217079048271e+00
-1.336683417085427150e+00 3.998532177939494225e+00
-1.316582914572864471e+00 3.434680563782725571e+00
-1.296482412060301570e+00 2.924162670438314571e+00
-1.276381909547738669e+00 2.464107137570527684e+00
-1.256281407035175768e+00 2.051749568021434378e+00
-1.236180904522613089e+00 1.684447774197904479e+00
-1.216080402010050188e+00 1.359692548612107643e+00
-1.195979899497487509e+00 1.075112798402497738e+00
-1.175879396984924607e+00 8.284826027477123489e-01
-1.155778894472361706e+00 6.177186697392142989e-01
-1.135678391959799027e+00 4.408799796181490649e-01
-1.115577889447236126e+00 2.961640500654643127e-01
-1.095477386934673447e+00 1.818981667773025279e-01
-1.075376884422110546e+00 9.653457194549197595e-02
-1.055276381909547645e+00 3.863697557898948531e-02
-1.035175879396984966e+00 6.872595097919820262e-03
-1.015075376884422065e+00 0.000000000000000000e+00
-9.949748743718593857e-01 1.686063582021546381e-02
-9.748743718592964846e-01 5.636740484261970607e-02
-9.547738693467335835e-01 1.175033041724042882e-01
-9.346733668341709045e-01 1.993166727752302414e-01
-9.145728643216080034e-01 3.009269173653743579e-01
-8.944723618090451023e-01 4.215307489356332482e-01
-8.743718592964824232e-01 5.604122431570202068e-01
-8.542713567839195221e-01 7.169506714677487125e-01
-8.341708542713568431e-01 8.906232164630383252e-01
-8.140703517587939420e-01 1.081000277608423765e+00
-7.939698492462310409e-01 1.287725810985855368e+00
-7.738693467336683618e-01 1.510489268747320146e+00
-7.537688442211054607e-01 1.748987391196514807e+00
-7.336683417085427816e-01 2.002882234894160618e+00
